170265.5564100923	1471886.8605054838	

172941.03326014258	1512944.1103433555	

175650.8678595196	1486109.4429676377	

173838.79480052157	1495609.6311050223	

171696.90805151727	1490652.168200715	

172287.19043848276	1474167.482295756	

171346.54152789694	1483361.3858504696	

169958.04387598467	1471119.949274931	

170261.18003565408	1483852.8872247671	

170895.74326880355	1475313.5338815146	

171079.42948809604	1472473.1793291525	

171496.232975929	1471470.5604103873	

172017.1926754319	1480740.296402613	

172138.19668629993	1485113.4598310424	

173245.56870939521	1488496.861028802	

175117.34846707826	1483515.7624580052	

173095.17909943897	1483661.132413674	

172148.26344169638	1486209.1042748098	

172417.04327602164	1472813.6890369763	

172237.4331616239	1486903.1360535685	

171143.70403663305	1480376.7044066438	

171104.1988808015	1482588.798193121	

172430.54218472147	1483826.7918168388	

169917.03132654232	1467543.0412631216	

170331.23478502175	1470913.9743779402	

173313.17858453898	1484332.9945427866	

171469.0828770709	1486483.833431642	

172878.8102891202	1484363.279913822	

173146.53899215907	1480750.0614676957	

172873.54010960483	1488852.3584644345	

174566.69799141548	1485744.329946739	

173677.54839295225	1505040.643914831	

175509.6085243474	1485559.4816582901	

173195.5803302123	1479802.6135842076	

172948.18933652688	1498362.8317225077	

174987.88770241008	1492196.2595317482	

174364.35592760594	1500297.9069174286	

172718.41168105838	1483567.6310338317	

175608.46125473158	1514489.531881469	

179081.99372289734	1513058.7069143413	

173049.93532645944	1494293.8675096922	

172375.89264014145	1483596.5880565683	

174453.1587929929	1490705.262899099	

174905.96417960434	1481607.1524974997	

174479.65336034645	1503203.9215196648	

180407.4477864862	1494368.6437621177	

173755.62237326783	1481576.4058197457	

170877.76699264284	1487768.5038346131	

171920.0376736817	1481937.7619234507	

170653.5569846085	1473939.9620964504	

174231.59909310166	1482607.7268994253	

172110.2877379164	1491604.26523628	

177960.67071970526	1532986.8558829967	

183622.40049824037	1522001.6124383898	

175834.59430618072	1498511.4873068153	

178863.7594792069	1487763.083256253	

173160.6333581141	1492431.1263315985	

173077.13786313185	1514505.9673461013	

176703.34221055792	1491839.3099891392	

176498.46062389918	1493568.3251464104	

174411.651205618	1502076.1894817941	

175811.83067742147	1491022.7813129993	

173852.9426731332	1498644.00821136	

172713.5109316037	1494958.0557818338	

176050.26071641373	1500750.637032072	

174620.42468394866	1515409.4141648496	

172973.0604347266	1487867.871273801	

174088.72912829727	1481690.5637085245	

168457.04690925623	1459568.5508121778	

174451.6100775869	1492392.2239663077	

172603.19574270354	1497629.5212694115	

176097.77113986659	1493477.2354345832	

172614.68399429292	1497507.59455801	

174000.88150346396	1510958.2533507193	

176165.6088293172	1488965.1976939247	

174017.14689841444	1490246.069546511	

169675.67925405197	1478113.9516302515	

172041.70105757442	1484849.192816258	

171807.90926113393	1487064.87001405	

177413.80390406615	1528494.8087631078	

177687.41870738327	1525386.9914433504	

177912.4600198792	1522987.5529718702	

178614.48799939323	1492304.286789358	

172498.2829575831	1501360.8909559506	

175931.9899361689	1516001.3847179755	

180384.44238654524	1508937.3154153991	

175157.2018564076	1519712.6896582562	

180203.90160970588	1511071.1792718135	

177202.6598595832	1499764.0922941528	

181547.2147303104	1498278.5252145745	

172040.37987593573	1486982.9020083193	

170213.57634855792	1481154.0451705973	

172383.88160128618	1479092.5549282408	

172482.3275821396	1478103.9221947761	

176522.99697907723	1523664.740703001	

181442.85418169122	1505007.4579081417	

177293.17359794237	1507094.9131987058	

176743.1282842908	1521870.3933355752	

172260.6339225998	1485226.761823647	

175787.19684375136	1487019.259647452	

173130.37014541845	1487190.2404096327	

174590.85627634986	1506880.2723902282	

175462.15529952393	1498396.026437087	

173663.0211707115	1504033.21565888	

173228.01382692967	1483351.4895946474	

176657.0899675322	1503870.4255834832	

174717.19371250796	1510520.6645480515	

176069.12594651678	1506088.1991600557	

175549.6482564052	1491438.6333392966	

179488.02351878028	1506628.1736028702	

178928.6195093108	1507332.0821379153	

177674.43942608632	1541885.1045269808	

180599.92821523125	1500808.1424072639	

172891.40320868645	1490871.549418943	

175628.9191706604	1495868.0030076003	

178446.4017235636	1518751.57769227	

176822.0230925124	1523658.6613718488	

177177.70664606054	1519301.339199919	

174609.8585454916	1499759.2951158944	

176167.01487462857	1499585.9863035935	

174606.4658933481	1495432.67476906	

172467.34398031607	1478214.1288113366	

177911.39544587105	1494871.198701757	

173989.28094030602	1512650.614362219	

173693.3349968289	1521882.1345291946	

174564.85482177403	1491871.824964755	

171325.32714249863	1475228.0605408854	

171586.15960129586	1476078.4255987506	

177319.35357651903	1503290.130540703	

179517.9944387917	1499651.8311609833	

174618.54263230812	1512890.805853031	

176687.63266003973	1505873.0411457035	

173763.9721300563	1493681.0734209297	

175699.88199962635	1493122.5537558729	

179746.90249261443	1508086.0948740037	

179363.5206863715	1513695.2205733436	

177848.6262623211	1525884.5092943553	

177154.38834390134	1537636.431271994	

173552.2431880301	1490668.5081846912	

174566.5181279988	1525896.2520950723	

176360.56830530879	1505845.952621854	

178638.6848090433	1505806.8693674868	

175214.78055128254	1498108.7565081285	

171005.2290142257	1481231.1762023037	

174209.4711294653	1480733.6922085625	

172304.8120874876	1483531.5486308807	

172778.05701013186	1485691.308339681	

171988.72326905726	1490794.1765183927	

175543.2700292088	1500948.9087957519	

175875.03609880953	1495419.3334779425	

174994.9774066735	1495342.42055111	

172858.62740217758	1512671.195032476	

173519.0374905995	1506255.0225778944	

179495.15817409303	1500669.2548875087	

175313.10709096407	1505083.636420961	

170285.2143111808	1479465.8688429913	

170648.15315086822	1472587.5146770899	

173569.7913889249	1493427.05451936	

173635.13685672145	1491942.0371643293	

175575.34316657303	1486446.0561578716	

174188.3174954713	1493638.479567946	

172681.03035937756	1499000.2319243015	

174000.8807404762	1498894.993299453	

174083.4139429056	1498789.8760747295	

